SMILES,HOMO,LUMO,S1,SI
CC(C1=CC=C(C=C1)N1C2C=C(C=CC=2B2C3C1=CC=CC=3N(C1C2=CC2=C(C=1)SC1C2=CC=CC=1)C1=CC=C(C=C1)C(C)(C)C)N(C1=CC=C2C3=C1C=CC1=C3C(C=C2)=CC=C1)C1=CC=C(C=C1)C(C)(C)C)(C)C,-4.797914,-2.0531,2.4484,2.4485
CC(C1C=CC=C(C=1)N1C2=CC3N(C4=CC=CC5=C4B(C=3C=C2N=C1C1=CC=CC2=C1C1C=CC=CC=1S2)C1SC2C(C=1N5C1=CC=CC(=C1)C(C)(C)C)=CC=CC=2)C1=CC=C2C3=C1C=CC1C3=C(C=C2)C=CC=1)(C)C,-4.796009,-1.9804457,1.9569,2.3301
CC(C1=CC=C2C(=C1)B1C3SC4C(C=3N(C3=C1C(N2C1C=CC=C(C=1)C(C)(C)C)=CC(=C3)N(C1C=CC=CC=1)C1=CC=CC=C1)C1=CC=CC(=C1)C(C)(C)C)=CC=CC=4N(C1=CC=CC=C1)C1C=CC=CC=1)(C)C,-4.831384,-1.4443811,2.6417,2.963
C1C=C2N3C4C(C5C3=CC=C(C=5)C3C=CC=C5C=3SC3=C5C=CC=C3)=CC=CC=4B3C2=C(C=1)N1C2C=CC=CC=2C2C1=C3C=CC=2,-5.590854,-2.22943,2.7289,2.8631
C1=CC=C2-N3C4C=CC=C5C=4B(C4C3=C(C3(C2=C1)C1C=CC=CC=1-C1=C3C=CC=C1)C=CC=4)C1C=CC=C2C=1N5-C1C=CC=CC=1C12C2=CC=CC=C2-C2=C1C=CC=C2,-5.254249,-1.8800356,2.6209,2.8323
CC(C1=CC=CC(=C1)N1C2=CC3=C(C=C2B2C4=C1C=CC=C4N(C1=C2SC2=C1C=CC=C2)C1=CC=CC(=C1)C(C)(C)C)N=C(N3C1=CC=CC(=C1)C(C)(C)C)C1C=CC2=C(C=1)C=CC=C2)(C)C,-4.7086606,-1.5755401,2.5151,2.7883
CC(C1C=CC(=CC=1)N1C2C=C(N(C3=CC=C(C=C3)C(C)(C)C)C3=CC=C(C=C3)C(C)(C)C)C3=C(C=2B2C4=C1C=CC=C4N(C1=C2C=C(C=C1)C(C)(C)C)C1C=CC=CC=1F)OC1=C3C=CC=C1)(C)C,-4.904855,-1.3924073,2.7932,2.9869
CCC(C1C=CC2=C(C=1)C1C=C3C4=C5C=1N2C1=CC=C(C=C1B5C1=C(N4C2C3=CC(=CC=2)C(CC)(C)C)C2=C(S1)C=CC=C2)C)(C)C,-5.4224157,-2.0547328,2.6663,2.8902
CC(C1C=CC=C(C=1)N1C2C3C=CC=C(C=3SC=2B2C3=C1C=CC=C3N(C1C2=CC=C(C=1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC2=C1C1C=CC=CC=1O2)N(C1C=CC=CC=1)C1=CC=CC=C1)(C)C,-4.8490715,-1.4816607,2.6779,2.9417
CC(C1=CC=C2C(=C1)B1C3SC4=C(C=3N(C3=C1C(N2C1C=CC2=C(C=1)OC1=C2C=CC=C1)=CC(=C3)N(C1C=CC=CC=1)C1C=CC=CC=1)C1=CC=CC(=C1)C(C)(C)C)C(=CC=C4)N(C1=CC=CC=C1)C1=CC=CC=C1)(C)C,-4.942679,-1.7061548,2.1757,2.7547
CC1=CC=C2C(=C1)C1=C(S2)B2C3=CC=C(C=C3N(C3=C2C(N1C1=CC=CC(=C1)C(C)(C)C)=CC(=C3)N(C1C=CC=CC=1)C1=CC=CC=C1)C1=CC=CC2=C1C=CC=C2)N(C1C=CC=CC=1)C1=CC=CC=C1,-4.8327446,-1.4724089,2.3896,2.8868
CC(C1=CC=CC(=C1)N1C2=CC=CC3=C2B(C2C1=CC(=CC=2)N(C1C=CC=CC=1)C1C=CC=CC=1)C1=C(N3C2=CC=C3C(=C2)C2=CC=CC=C2O3)C2=C(S1)C=CC=C2N(C1C=CC=CC=1)C1C=CC=CC=1)(C)C,-4.9513865,-1.7295566,2.2866,2.7505
CC(C1=CC2SC3C=C(C=CC=3-N3C=2C(=C1)B1C2C3=CC=CC=2N2-C3C=CC(=CC=3SC3=C2C1=CC(=C3)C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C,-5.091253,-1.9706496,2.2977,2.5904
C1CCC(C1)C1C=CC2=C(C=1)B1C3C(N2C2=CC=C(C=C2)C2CCCC2)=CC=CC=3N(C2C1=CC(=CC=2)C1CCCC1)C1C=CC(=CC=1)C1CCCC1,-4.881997,-1.3202971,2.8328,3.0252
CC1C=CC2=C(C=1)C1=C(S2)B2C3C=CC(=CC=3N(C3C2=C(N1C1C=CC=C(C=1)C(C)(C)C)C=C(C=3)N(C1C=CC=CC=1)C1=CC=CC=C1)C1=CC=C2C(=C1)C1C=CC=CC=1S2)N(C1=CC=CC=C1)C1C=CC=CC=1,-4.8302956,-1.4405715,2.4902,2.9644
CC1C=CC(=CC=1)N1C2=CC(=CC3=C2B2C4=C1C=C(C=C4OC1=C2C(O3)=CC(=C1)N1C2=CC=CC=C2C2=C1C=CC=C2)N1C2C=CC=CC=2C2C1=CC=CC=2)N1C2C=CC=CC=2C2C1=CC=CC=2,-5.6988835,-1.921397,2.9793,3.2831
CC(C1=CC=CC(=C1)N1C(=NC2=C1C=C1N(C3C=CC4=C(C=3)OC3C4=CC=CC=3)C3=CC=CC4=C3B(C1=C2)C1SC2C(C=1N4C1=CC=CC(=C1)C(C)(C)C)=CC=CC=2)C1=CC=C2C(=C1)C1=CC=CC=C1S2)(C)C,-4.7565527,-1.5692815,2.3152,2.7363
CC(C1C=CC=C(C=1)N1C2=CC3N(C4=CC=NC=C4)C4=CC(=CC5=C4B(C=3C=C2N=C1C1=CC=CC2=C1OC1=C2C=CC=C1)C1SC2C(C=1N5C1=CC=CC(=C1)C(C)(C)C)=CC=CC=2)N1C2C=CC=CC=2C2C1=CC=CC=2)(C)C,-5.0096188,-1.6960865,2.706,2.93
CC1=CC(C)=C(C(=C1)C)B1C2=CC3=C(C=C2OC2=C1C=C(C=C2)N(C1C=CC=CC=1)C1C=CC=CC=1)OC1C(B3C2C(C)=CC(=CC=2C)C)=CC(=CC=1)N(C1C=CC=CC=1)C1C=CC=CC=1,-5.2096224,-2.2373214,2.2687,2.5383
CC1=CC=C(C=C1)N1C2=CC(C)=CC=C2B2C3=C1C=C1OC=CC1=C3N(C1=C2C=CC(=C1)C)C1=CC=C(C=C1)C,-4.7777777,-1.2217919,2.6219,3.0033
CC(C1C=CC=C(C=1)N1C(=NC2C1=CC1N(C3C=C(C=C4C=3B(C=1C=2)C1SC2=C(C=1N4C1=CC=CC(=C1)C(C)(C)C)C=CC=C2)N1C2C=CC=CC=2C2C1=CC=CC=2)C1=CC=CC2=C1C1C=CC=CC=1C1C2=CC=CC=1)C1C=CC2=C(C=1)OC1C2=CC=CC=1)(C)C,-4.9209094,-1.754319,2.5389,2.8168
CC(C1C=CC2=C(C=1)C1=C(S2)B2C3C=CC(=CC=3N(C3C2=C(N1C1=CC=CC(=C1)C(C)(C)C)C=C(C=3)N(C1C=CC=CC=1)C1=CC=CC=C1)C1=CC=CC2=C1C1C=CC=CC=1O2)N(C1=CC=CC=C1)C1=CC=CC=C1)(C)C,-4.8534255,-1.4242446,2.5001,2.9995
CC(C1C=CC(=CC=1)N1C2C=C(C=CC=2B2C3C1=CC=CC=3N(C1C2=CC=C(C=1)N(C1=CC=CC2=C1OC1=C2C=CC=C1)C1C=CC=C2C=1OC1C2=CC=CC=1)C1C=CC(=CC=1)C(C)(C)C)N(C1=CC=CC2=C1OC1=C2C=CC=C1)C1C=CC=C2C=1OC1C2=CC=CC=1)(C)C,-4.854242,-1.3671007,2.8374,2.9692
CC1C=CC2=C(C=1)B1C3C(N2C2=CC=C(C=C2)C(C)(C)C)=CC(=CC=3N(C2=C1SC1C2=CC=CC=1N(C1C=CC=CC=1)C1=CC=CC=C1)C1=CC=CC(=C1)C(C)(C)C)N(C1=CC=CC=C1)C1=CC=CC=C1,-4.7981863,-1.403564,2.646,2.9725
FC1C=CC=CC=1N1C2=CC3=C(C=C2B2C4C1=CC=CC=4N(C1=C2SC2C1=CC=CC=2)C1C=CC=C(C=1)C(C)(C)C)N=C(N3C1C=CC=C(C=1)C(C)(C)C)C1=CC=C2C(=C1)C=CC=C2,-4.7630835,-1.5918669,2.5445,2.8222
FC1C=CC=CC=1N1C2=CC3=C(C=C2B2C4C1=CC=CC=4N(C1=C2SC2C1=CC=CC=2)C1C=CC=C(C=1)C(C)(C)C)N=C(N3C1C=CC=C(C=1)C(C)(C)C)C1=CC=C2C(=C1)OC1=C2C=CC=C1,-4.7829475,-1.6520041,2.4955,2.7942
CC(C1=CC=C(C=C1)N1C2C=C(C=CC=2B2C3C1=CC=CC=3N(C1C2=CC2=C(C=1)OC1C2=CC=CC=1)C1C=CC(=CC=1)C(C)(C)C)N(C1=CC=C2C3=C1C=CC1=C3C(C=C2)=CC=C1)C1C=CC(=CC=1)C(C)(C)C)(C)C,-4.78458,-2.0441203,2.4443,2.4443
CC(C1C=CC=C(C=1)N1C(=NC2C1=CC1N(C3=CC=C(C=C3)C(F)(F)F)C3C=CC=C4C=3B(C=1C=2)C1SC2=C(C=1N4C1C=CC=C(C=1)C(C)(C)C)C=CC=C2)C1C=CC2=C(C=1)C1C=CC=CC=1S2)(C)C,-4.876555,-1.5769006,2.2034,2.8883
FC(C1=CC=C(C=C1)N1C2C=C3C(=CC=2B2C4=C1C=CC=C4N(C1=C2SC2=C1C=CC=C2)C1C=CC=C(C=1)C(C)(C)C)N=C(N3C1=CC=CC(=C1)C(C)(C)C)C1C=CC=C2C=1OC1C2=CC=CC=1)(F)F,-4.870024,-1.6166292,2.6175,2.879
CC(C1=CC=C2C(=C1)B1C3SC4=C(C=3N(C3=C1C(N2C1=CC=CC2=C1OC1=C2C=CC=C1)=CC(=C3)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC(=C1)C(C)(C)C)C(=CC=C4)N(C1C=CC=CC=1)C1C=CC=CC=1)(C)C,-4.9494815,-1.6966308,2.287,2.7638
C1C=CC(=CC=1)N(C1C=CC2C(C=1)=CC=CC=2)C1=CC=C2C(=C1)N1C3C=CC=CC=3C3=C1C1B2C2=CC=C(C=C2N2C=1C(=C3)C1C2=CC=CC=1)N(C1=CC=C2C(=C1)C=CC=C2)C1=CC=CC=C1,-5.26595,-1.9227575,2.41,2.8935
FC1=CC=CC(=C1N1C2=CC(N(C3C=CC=CC=3)C3C=CC=CC=3)=C3C(=C2B2C4C1=CC=CC=4N(C1=C2C=CC=C1)C1=CC=CC=C1)OC1C3=CC=CC=1)F,-5.022408,-1.4811165,2.8024,3.0195
CCC(C1C=CC2=C(C=1)B1C3C(N2C2C=CC(=CC=2)C(CC)(C)C)=CC(=CC=3N(C2C1=CC(=CC=2)C(CC)(C)C)C1C=CC(=CC=1)C(CC)(C)C)N(C1=CC=CC=C1)C1=CC=CC=C1)(C)C,-4.9372363,-1.3589373,2.8846,3.0446
CC1=CC=C2C(=C1)B1C3C(N2C2=CC=C4C(=C2)C2C=CC=CC=2S4)=CC(=CC=3N(C2=C1SC1=C2C=CC=C1N(C1C=CC=CC=1)C1C=CC=CC=1)C1=CC=CC(=C1)C(C)(C)C)N(C1C=CC=CC=1)C1C=CC=CC=1,-4.840364,-1.4740416,2.4104,2.9349
CC(C1C=CC=C(C=1)N1C2C=C3N(C4C=CN=CC=4)C4=CC(=CC5=C4B(C3=CC=2N=C1C1=CC=CC2=C1C1C=CC=CC=1O2)C1SC2C(C=1N5C1C=CC=C(C=1)C(C)(C)C)=CC=CC=2)N1C2=CC=CC=C2C2=C1C=CC=C2)(C)C,-5.069756,-1.7788092,2.6378,2.9032
CC(C1C=CC=C(C=1)N1C2C3C=C(C=CC=3SC=2B2C3=C1C=C(C=C3N(C1C2=CC(=CC=1)C(C)(C)C)C1=CC=CC2=C1C=CC=C2)N(C1=CC=CC=C1)C1=CC=CC=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)(C)C,-4.8599563,-1.5167634,2.3228,2.8377
CC1=CC=C2C(=C1)B1C3SC4=C(C=3N(C3C1=C(N2C1=CC=CC(=C1)C(C)(C)C)C=C(C=3)N(C1=CC=CC=C1)C1=CC=CC=C1)C1C=CC=C(C=1)C(C)(C)C)C=CC(=C4)N(C1=CC=CC=C1)C1C=CC=CC=1,-4.754376,-1.3951285,2.6718,2.9403
C1C=CC(=CC=1)N(C1=CC=C2C3=C1[C@H]1CCCC[C@@H]1N3C1C3B2C2=CC=C(C4=C2N(C=3C=CC=1)[C@@H]1[C@@H]4CCCC1)N(C1C=CC=CC=1)C1=CC=CC=C1)C1=CC=CC=C1,-5.0384626,-1.5823429,2.7536,2.9367
CC1C=CC2=C(C=1)B1C3SC4=C(C=3N(C3C1=C(N2C1=CC=CC2=C1C=CC=C2)C=C(C=3)N(C1=CC=CC=C1)C1C=CC=CC=1)C1C=CC=C(C=1)C(C)(C)C)C(=CC=C4)N(C1=CC=CC=C1)C1=CC=CC=C1,-4.954652,-1.713774,2.2801,2.7542
CC(C1C=CC=C(C=1)N1C2=CC3N(C4=CC=C5C(=C4)OC4=C5C=CC=C4)C4C=CC=C5C=4B(C=3C=C2N=C1C1C=CC=C2C=1C1=CC=CC=C1S2)C1SC2=C(C=1N5C1C=CC=C(C=1)C(C)(C)C)C=CC=C2)(C)C,-4.808799,-1.5793496,2.3546,2.7734
